CLIENT_ID,CAR_ID,RESERVATION_DATE,START_DATE,RETURN_DATE,RESERVATION_ID 
15271,1475,1998-08-17,2002-03-03,2004-05-04,2023
7604,1043,1979-07-28,2016-05-25,2014-03-29,2024
10160,43,1985-10-23,1983-05-22,2004-02-02,2025
10573,728,1999-03-22,1986-03-19,2017-02-28,2026
7664,143,1995-02-28,2014-02-14,2021-10-29,2027
6847,1715,1995-10-04,1984-12-13,2011-03-02,2028
13850,708,2015-04-27,1985-10-02,2004-07-02,2029
14173,495,2000-10-11,1977-05-23,2012-09-30,2030
220,703,2010-11-06,1986-07-10,2000-08-01,2031
16484,1599,1984-06-30,2012-06-21,1985-03-11,2032
7099,143,1991-02-12,2007-01-01,1988-08-21,2033
15942,1161,1988-02-04,2016-08-01,2011-08-19,2034
12864,510,2013-06-28,2016-11-15,2009-05-14,2035
6723,1072,1983-01-15,1989-05-10,2011-04-19,2036
2502,602,1977-12-02,2013-03-18,2015-12-16,2037
6196,1616,2005-09-29,2016-01-11,2017-12-11,2038
6603,1897,1997-12-17,2010-05-07,2004-10-29,2039
3296,284,1995-07-24,1987-02-13,2017-05-19,2040
1717,1576,1977-11-08,2002-11-03,1975-09-09,2041
4932,1791,2009-03-29,1998-09-14,2000-07-18,2042
2674,108,2021-09-12,1993-06-11,2002-01-08,2043
9808,1521,1994-12-31,1987-06-06,2006-06-20,2044
13613,849,1990-04-03,2019-04-19,2003-01-30,2045
16654,1032,2008-11-09,1988-10-05,1990-10-16,2046
4825,508,1989-05-04,1988-06-02,1973-10-23,2047
17499,622,2000-06-15,1987-10-17,1975-03-13,2048
13910,1642,1986-08-28,1973-12-20,1978-10-03,2049
6673,1498,2013-01-15,1977-09-07,1986-07-06,2050
17944,1335,1992-06-08,2020-12-02,2016-10-19,2051
11887,133,2011-01-09,1992-06-04,1989-11-24,2052
17067,719,2000-12-03,2006-09-27,1973-08-13,2053
4101,1996,1996-02-15,2007-12-27,1978-12-19,2054
4085,482,2012-01-27,2010-11-09,2013-06-28,2055
14025,1678,2016-09-09,1977-02-18,1976-02-12,2056
9064,1885,2020-12-21,1973-07-28,1987-09-14,2057
3247,1990,1996-07-10,1986-05-14,1989-12-31,2058
12492,523,2022-05-02,2017-03-08,1973-10-10,2059
15418,1709,1980-07-12,2001-11-22,1978-09-24,2060
9210,1680,2021-09-18,1997-08-22,1977-11-25,2061
19218,1694,2009-01-30,2012-05-27,1983-07-22,2062
3507,184,2021-07-20,1976-09-13,1977-07-28,2063
1944,448,1990-11-27,2012-09-26,1980-04-07,2064
14723,628,2013-10-30,2003-09-12,1983-12-12,2065
19892,539,1980-03-08,1999-01-10,1993-12-24,2066
7755,1718,1988-10-09,1980-07-29,2006-04-04,2067
19248,604,2019-11-11,1975-01-14,1979-08-19,2068
12905,1524,2008-05-23,1978-01-16,2002-03-16,2069
13317,861,1986-11-21,2013-05-23,1994-06-08,2070
479,1816,1976-02-21,1984-06-29,1995-03-20,2071
5250,779,1983-10-13,1999-09-22,1995-08-31,2072
10284,207,1992-05-02,2019-11-17,1999-11-27,2073
11722,611,1989-10-30,2020-12-07,2017-10-28,2074
5331,1289,1976-08-17,2011-05-16,1975-09-30,2075
79,281,2007-06-20,1982-09-24,2014-09-15,2076
1210,610,1975-02-09,1999-06-29,2017-06-28,2077
195,1413,1989-12-11,1991-12-16,2000-06-06,2078
17189,123,1994-03-10,2011-03-14,1987-10-15,2079
19148,109,1972-08-25,2002-07-19,1998-12-07,2080
16945,1078,2021-04-19,1993-08-01,1996-02-04,2081
13505,1270,1975-04-09,2011-11-20,1989-07-12,2082
17849,1029,1987-03-03,1996-05-27,2019-12-16,2083
13102,1403,1976-06-30,2018-09-26,2021-06-28,2084
12621,1100,1997-08-03,2007-01-14,1986-02-22,2085
19231,1437,2008-07-18,1999-03-12,1975-03-08,2086
16342,1100,2015-01-16,1995-03-23,1987-06-09,2087
2377,1330,1982-11-02,1987-09-02,2010-09-21,2088
269,1937,1999-02-09,2018-02-07,2002-01-26,2089
1880,391,1993-11-24,1982-09-14,1975-09-23,2090
2441,115,1991-08-05,1999-07-06,1974-03-19,2091
15883,1805,1974-01-21,1992-02-08,1982-09-23,2092
10468,1497,1988-10-25,1985-01-18,2015-11-04,2093
16774,824,1991-08-23,1973-06-20,2004-04-21,2094
7397,273,1982-04-21,2013-08-09,1992-10-30,2095
17876,1067,2002-11-21,1987-08-16,2003-04-29,2096
5253,694,2015-05-30,2005-08-22,2002-02-06,2097
15474,759,1990-02-15,1991-11-05,1992-07-03,2098
4508,1855,1988-06-11,1990-07-13,2006-04-19,2099
11006,299,1986-07-09,1988-05-08,1995-03-11,2100
2993,976,2001-09-03,2018-05-31,2015-08-05,2101
6295,763,1996-04-11,1981-03-28,1983-01-22,2102
8217,1767,1993-11-18,2001-04-11,1996-07-25,2103
8101,849,2020-06-12,2014-01-05,2012-11-16,2104
16667,1681,1998-04-18,1975-04-30,1975-01-12,2105
10436,1877,2008-04-15,1990-10-23,2002-04-13,2106
18037,117,2004-12-24,1999-04-17,2002-03-17,2107
3400,1590,2016-11-09,2012-08-27,2013-08-14,2108
17018,384,1992-07-14,2009-01-11,1975-04-28,2109
13697,1574,2002-02-02,1975-08-25,1982-01-30,2110
2163,657,2011-06-19,1985-12-09,1996-07-29,2111
12995,9,1999-03-30,2007-09-11,1973-01-13,2112
5695,177,2006-06-21,1978-05-13,2022-03-30,2113
10482,166,1989-07-05,1995-06-26,2019-10-13,2114
1098,232,2014-12-03,2000-09-17,1991-09-21,2115
7207,644,1982-09-06,1988-11-16,1987-01-08,2116
19037,1741,2018-03-13,2003-02-28,2007-04-15,2117
9905,1517,1972-10-28,1975-11-30,2018-03-20,2118
11126,1304,1988-10-04,2018-11-30,2005-05-07,2119
558,1926,1985-10-08,1977-06-29,1987-11-30,2120
17375,565,1985-01-17,2007-05-14,2013-01-07,2121
5659,376,2013-09-20,2007-08-13,1985-01-19,2122
12838,1444,2016-11-09,1975-11-17,2005-09-30,2123
4541,664,2005-09-26,1985-12-17,2003-05-05,2124
11721,1790,2015-09-29,1996-01-09,1973-12-21,2125
7841,48,2017-05-14,2005-12-06,1992-11-22,2126
11292,842,2018-12-16,2001-01-07,2010-12-10,2127
2085,145,2006-01-14,2021-08-14,2006-12-20,2128
11577,1913,1976-06-26,1990-05-26,2003-12-21,2129
9586,1084,2002-12-23,1985-10-18,1987-10-08,2130
4256,636,1987-05-10,2020-06-27,2009-10-18,2131
14136,256,2004-09-11,2022-02-22,1991-12-04,2132
15487,589,1995-09-18,1982-03-17,2008-07-26,2133
14722,977,2003-09-06,2005-02-04,1979-02-04,2134
14308,46,2019-08-01,2015-09-02,2006-10-11,2135
10978,1871,1988-09-23,1998-04-19,2005-09-16,2136
8403,1772,1979-05-03,1987-01-09,1982-04-23,2137
7959,622,2019-11-05,1997-05-01,1993-12-17,2138
3596,773,2008-09-02,1983-04-06,1972-05-28,2139
13912,649,2018-06-08,2000-12-12,2018-11-05,2140
16864,1864,2002-10-20,1981-04-22,1977-09-27,2141
4123,210,1981-01-09,1989-10-15,2002-01-11,2142
2729,1674,1975-05-22,2009-12-11,2007-07-20,2143
17836,1093,1987-02-27,1995-03-20,2021-07-12,2144
13380,506,2021-01-04,1977-10-09,1988-05-20,2145
17905,640,2008-07-08,1990-06-13,1979-05-17,2146
1509,651,2019-07-17,1977-10-03,1999-07-29,2147
11254,195,1982-10-22,1994-12-11,2017-05-17,2148
2509,811,1991-10-04,1992-06-13,1977-04-21,2149
2845,1747,1981-01-03,1996-10-02,1991-02-11,2150
17244,1881,1972-05-27,2001-01-29,2006-12-15,2151
17463,1494,1981-12-31,2019-11-12,2013-11-27,2152
1993,511,2005-12-21,2011-07-26,2004-12-03,2153
10139,99,1998-06-17,2020-09-01,1985-05-18,2154
4483,659,1990-09-16,1993-09-10,1973-03-15,2155
13739,298,2019-07-25,2011-05-19,1982-10-10,2156
9078,1984,2016-04-26,2006-06-03,2015-06-11,2157
11658,1756,2014-10-29,2009-03-24,2021-09-20,2158
7709,1827,1983-07-20,1990-06-12,2017-10-24,2159
15892,441,2001-07-08,2019-07-21,1985-01-16,2160
14347,1362,2002-08-21,1979-05-06,2019-12-04,2161
1374,1434,1980-11-02,1978-08-18,2021-03-16,2162
2050,97,2000-09-12,1981-07-09,1993-11-05,2163
9665,1058,1996-10-14,1977-10-05,2004-05-31,2164
14278,30,1997-10-29,1999-07-21,2003-01-02,2165
19137,870,2005-02-07,2005-11-17,1976-09-24,2166
2130,772,2003-10-23,2001-02-18,2016-11-30,2167
11080,1206,2002-09-27,2009-12-31,1993-10-02,2168
8757,1846,1995-11-03,2013-07-07,2021-06-12,2169
9343,1252,1983-10-24,1981-03-01,1979-12-19,2170
17934,1422,2016-07-11,2019-06-19,1988-05-12,2171
16839,97,1985-09-09,1978-11-14,1976-07-22,2172
16178,1248,1980-04-02,2008-06-15,2002-05-05,2173
7639,964,1974-01-30,2005-10-19,1978-04-25,2174
6555,708,1982-04-10,2006-09-22,1997-09-13,2175
18371,493,2003-02-01,2019-08-24,1995-03-09,2176
6002,44,1979-09-05,1982-10-29,1982-12-19,2177
1163,1596,2005-11-08,2003-01-23,2019-03-23,2178
10331,1987,2020-09-04,1993-03-11,2014-09-04,2179
4381,1062,1984-09-01,1994-09-28,1998-10-01,2180
6894,1977,1991-03-17,2016-12-22,1978-12-25,2181
3515,1148,1995-04-04,1986-11-16,1987-01-15,2182
14610,921,2015-05-22,1991-09-22,1999-01-12,2183
6889,938,1986-10-04,1977-05-03,1993-11-14,2184
9138,1040,1975-02-21,2016-01-12,1996-03-15,2185
17580,899,2004-01-12,1987-04-08,2015-04-25,2186
3698,1278,2013-05-21,2013-08-27,1985-04-11,2187
13912,323,2004-10-02,1977-05-18,1992-10-19,2188
9828,841,2020-02-01,1978-09-13,1975-12-01,2189
17040,1889,2001-09-13,1981-09-29,1980-03-15,2190
19898,878,2016-08-17,1978-08-08,2013-05-08,2191
5522,1837,1991-09-28,1994-12-07,1997-11-27,2192
1012,1864,1983-01-19,2014-07-13,2000-10-02,2193
12752,250,1973-01-29,2008-10-18,1999-07-16,2194
9976,458,1987-12-21,2013-01-03,2003-06-27,2195
7303,1887,1994-03-13,1990-07-02,2019-07-18,2196
17953,1100,2003-05-31,1995-12-14,2002-10-22,2197
13981,1438,1974-07-28,1983-02-25,1996-05-28,2198
7730,1322,2007-12-17,2014-06-17,2019-01-20,2199
16058,132,1998-07-21,2010-03-23,1990-06-09,2200
6657,114,2010-04-13,2004-07-03,1973-10-16,2201
2728,1906,2018-03-19,2000-01-13,1976-02-08,2202
599,924,2015-11-29,2016-01-20,2004-07-17,2203
17591,818,1978-05-29,1972-07-02,1985-01-29,2204
7726,1960,2017-01-29,1992-10-15,2002-12-03,2205
11907,1757,2007-11-12,1992-07-30,1999-05-11,2206
17345,1410,2015-10-10,1997-06-22,1975-07-07,2207
3060,450,1980-06-12,1986-01-20,1999-10-31,2208
12589,369,1981-03-03,2008-05-06,1982-01-22,2209
12344,1676,2020-06-05,1975-11-07,1973-03-19,2210
9443,1196,2022-03-15,1992-02-23,1998-08-30,2211
18960,276,2004-05-17,1979-09-28,1987-12-19,2212
11669,44,2010-05-16,2007-04-12,2004-09-20,2213
976,490,2005-08-08,1991-07-16,2011-07-01,2214
7984,1054,1974-03-28,2001-02-13,1976-08-20,2215
9690,1360,2022-02-04,1988-01-16,2000-06-05,2216
15534,808,1973-02-08,2016-03-28,1976-08-12,2217
10687,1684,1980-04-18,2000-04-26,1974-09-26,2218
17433,76,1993-10-04,1984-01-05,1978-03-04,2219
18845,814,2004-05-22,1986-01-02,1976-09-08,2220
17500,295,1982-05-22,1977-06-10,2008-07-06,2221
13641,857,1990-04-23,2011-06-21,2005-05-17,2222
17311,33,1976-03-20,2020-07-11,1988-06-10,2223
10224,1413,1989-09-25,2011-04-06,1993-08-23,2224
8357,499,1985-02-08,1980-02-20,1989-08-11,2225
11558,1523,1984-01-07,2003-08-12,2019-07-27,2226
17944,1970,2020-04-29,2021-05-22,2015-03-11,2227
13178,505,2021-04-13,1982-09-13,1976-04-30,2228
5393,374,2021-08-30,2002-01-25,1984-09-23,2229
1724,1132,1992-12-10,2006-03-07,1994-09-30,2230
19238,502,1984-07-24,1990-06-01,1983-06-20,2231
5299,1003,2011-03-18,1979-06-24,1976-12-27,2232
8860,1817,2011-04-26,1983-05-15,1986-04-27,2233
5644,1529,1991-01-05,2004-02-27,1993-02-21,2234
9187,1651,2013-07-24,1999-09-04,2021-07-26,2235
10264,1878,2002-12-30,2013-11-14,1982-01-28,2236
12782,1317,1977-11-23,1982-08-31,1986-04-06,2237
18557,308,1998-05-19,1975-03-17,1988-04-01,2238
16996,1951,2000-12-27,1977-06-06,1987-09-10,2239
4717,1036,2021-07-18,2004-01-21,2006-11-26,2240
11529,1003,1984-05-27,1991-09-01,1994-02-22,2241
3303,1881,2013-04-15,2018-05-09,1976-04-28,2242
511,520,1982-06-02,1985-07-25,1995-04-10,2243
7062,428,1987-01-22,1985-07-11,2009-03-07,2244
14604,1183,2016-05-17,1989-06-18,1978-08-22,2245
11469,1138,2005-02-06,2012-11-16,2017-07-27,2246
4627,1707,2003-12-30,1986-02-07,1974-06-18,2247
18126,999,2016-11-09,1981-01-29,2021-05-18,2248
17409,1864,2006-06-10,2018-06-19,1979-01-13,2249
2740,1961,2002-06-05,1975-11-01,1992-01-28,2250
5022,1043,1975-11-29,1986-10-15,2005-04-18,2251
7006,23,1978-07-06,2012-05-21,1982-06-01,2252
13002,1949,1983-04-03,2001-06-08,2015-05-29,2253
11371,966,1989-10-13,1993-05-15,2014-02-14,2254
7985,1904,2011-01-23,2014-11-15,1987-11-26,2255
15690,718,2020-09-10,1982-10-15,2021-01-03,2256
8216,1890,1982-06-20,2013-03-18,2001-01-13,2257
19511,247,2019-05-06,1983-11-28,2012-07-05,2258
6580,36,1988-09-10,2020-11-15,1973-08-28,2259
13175,76,2012-04-08,2004-04-22,1986-06-18,2260
911,1691,1980-02-09,1982-06-06,2003-09-22,2261
4992,686,1984-08-15,2018-09-25,1981-08-01,2262
7379,646,2001-04-19,2014-04-04,1978-12-19,2263
6524,45,2015-11-12,2003-11-30,1986-09-07,2264
19643,1296,2009-02-02,1994-08-21,1990-07-31,2265
18307,610,2007-10-29,2022-02-02,2016-09-01,2266
2824,1767,2006-07-22,1986-02-28,1974-07-06,2267
1528,1481,1974-12-15,2009-11-15,2014-11-08,2268
7405,385,1972-07-03,2014-05-26,1974-03-20,2269
413,44,2004-09-10,2015-12-09,2014-06-06,2270
12478,1313,2019-01-17,2016-07-24,2015-08-30,2271
5235,912,2017-01-15,1982-09-17,1990-08-26,2272
18624,1002,2002-11-30,1980-01-22,1989-07-13,2273
199,1951,1978-02-08,1992-05-10,1991-02-11,2274
13491,1634,2011-05-25,1999-12-21,2015-02-23,2275
9402,1583,1999-06-29,2019-02-25,1994-06-20,2276
4616,375,2017-10-08,1979-12-27,2021-07-22,2277
6822,730,1975-05-11,2008-06-18,2007-06-07,2278
6269,1055,1979-06-12,1980-10-10,1982-12-04,2279
3946,1813,1981-08-02,1987-12-18,2004-01-01,2280
212,1342,2020-07-13,1980-08-05,1989-03-17,2281
9136,1713,1982-04-20,2011-01-05,2016-08-11,2282
10759,1641,2012-08-09,2018-11-13,2015-11-07,2283
14159,1813,1972-07-14,1975-08-15,2021-10-25,2284
4626,1029,1988-01-27,1997-07-04,2001-11-11,2285
4586,1777,1983-01-28,1996-07-17,2017-10-19,2286
461,1539,2004-08-07,2008-02-26,2004-08-09,2287
10584,1665,2014-07-23,2020-07-19,1987-11-20,2288
4085,630,2018-09-29,1977-08-08,1975-07-22,2289
19645,1623,1973-12-20,1999-07-01,1988-02-15,2290
10152,436,1993-12-17,2006-08-29,2010-07-02,2291
14771,640,1998-07-07,1973-05-13,1983-06-20,2292
3166,829,1975-05-28,1976-06-21,1980-04-09,2293
6791,462,2010-02-09,1996-08-05,2009-10-05,2294
3427,77,1988-10-09,1986-01-21,1974-05-03,2295
13909,138,2003-10-03,2013-12-30,2020-01-25,2296
6111,1221,1986-10-16,1995-01-02,1985-05-15,2297
13648,1835,2020-09-07,1988-04-13,1977-02-07,2298
11391,935,2003-01-15,1997-01-11,1980-08-13,2299
18842,932,1974-11-15,1997-03-16,1981-04-22,2300
1638,1757,2020-04-18,1974-09-18,1977-06-30,2301
16799,433,2015-07-14,2022-01-01,1987-06-25,2302
13136,1273,1996-01-15,2006-11-10,1981-07-24,2303
16117,1380,1975-07-06,1989-12-08,2016-07-23,2304
7105,1409,1974-02-22,2006-08-24,2021-11-11,2305
5746,566,2021-02-13,1980-03-17,1998-09-21,2306
13441,798,1995-05-03,2017-07-21,1978-12-17,2307
16449,1439,1974-11-17,1991-02-26,1977-03-14,2308
17455,16,2001-02-14,1989-05-06,2015-02-05,2309
19357,748,1993-11-14,1997-01-22,1996-10-13,2310
14012,1255,1991-12-12,1982-02-11,1997-05-10,2311
3951,1608,2015-11-18,2020-02-12,1972-07-17,2312
7673,271,2018-09-04,1995-03-20,2004-08-27,2313
3839,1091,1996-10-04,1993-04-24,2002-10-07,2314
13248,1940,1993-05-26,2013-03-07,1996-03-17,2315
2194,70,1985-11-17,2006-04-21,1973-12-16,2316
3220,857,2002-12-02,2010-07-24,2018-02-23,2317
1951,1817,2021-08-29,1994-01-03,1985-08-05,2318
325,1384,1974-02-25,1981-03-17,1995-09-15,2319
14963,182,1981-08-24,1995-04-09,2000-11-03,2320
14629,1839,1989-11-08,1994-08-17,2005-02-15,2321
11580,901,2014-08-04,2013-02-08,2016-01-20,2322
1807,446,1988-10-21,1981-09-29,2005-11-15,2323
11885,1389,2016-07-02,1988-07-11,1989-06-08,2324
10442,1223,2002-04-12,1975-03-04,1992-07-31,2325
8087,1708,2009-03-28,2000-11-18,1990-12-27,2326
10861,962,2004-04-11,1982-06-21,2008-06-27,2327
3952,803,2009-08-16,2004-06-05,2005-10-26,2328
19153,1977,1983-02-24,1995-04-26,1979-06-24,2329
18000,1010,1985-06-21,2004-09-30,1994-10-15,2330
10883,423,2010-02-20,2005-10-14,1983-05-13,2331
1116,504,1972-07-02,2002-09-17,2021-05-26,2332
5055,1264,1990-08-29,1994-07-08,2017-10-07,2333
3503,1321,2015-04-14,1988-04-22,1980-01-31,2334
6852,33,2015-12-13,1980-10-02,1996-04-24,2335
907,1706,1985-07-22,1988-07-08,2014-04-13,2336
3825,987,1998-04-20,1985-07-20,2017-06-27,2337
12434,1359,2001-04-05,1976-07-26,1980-01-07,2338
3122,631,1989-01-13,1985-08-15,1984-04-06,2339
5992,830,2008-10-23,1980-05-25,1972-05-11,2340
6168,122,1979-10-15,2019-08-18,2009-11-22,2341
16574,90,2006-11-01,1983-07-09,2003-08-07,2342
2390,810,1981-10-29,2010-06-28,1979-02-20,2343
17980,363,1998-11-18,2011-09-20,2003-07-03,2344
10578,759,1985-02-28,1995-06-09,1973-09-09,2345
10453,824,2000-07-18,2015-02-28,1975-03-15,2346
12102,578,1988-09-05,2020-11-15,1985-05-18,2347
4806,1129,2020-08-27,2018-01-22,1988-09-20,2348
7482,965,1981-12-20,1972-06-03,2013-08-17,2349
19588,1995,1974-06-19,2005-02-10,2018-11-17,2350
1953,897,2002-10-22,2009-03-10,1992-07-01,2351
9672,1918,2011-06-07,1982-07-07,1990-10-10,2352
1468,1044,1972-05-14,2006-01-30,1977-08-25,2353
11272,1547,1980-05-31,2003-04-15,2010-06-12,2354
18028,1207,1991-09-12,1990-01-01,2019-08-24,2355
8879,1610,1981-07-24,1994-02-26,2013-08-30,2356
7825,756,1987-11-24,1998-03-21,1993-04-07,2357
4351,1248,1999-02-15,2019-12-29,2002-09-21,2358
18257,909,1984-06-13,2021-06-03,2013-12-09,2359
14603,479,1992-09-09,1989-08-21,2001-04-28,2360
10053,505,2002-08-05,2014-11-11,2022-05-09,2361
12901,117,2021-10-04,2018-02-21,2016-12-11,2362
4672,945,1997-04-19,1977-06-08,1994-12-03,2363
15151,1259,2020-07-11,1988-02-24,2020-03-08,2364
16771,1378,2001-09-19,1996-08-23,2004-06-03,2365
10251,1559,2022-02-12,1997-04-29,1984-09-23,2366
12981,1987,2020-12-24,1975-09-02,2018-05-30,2367
43,151,1987-11-16,1977-10-22,1983-06-19,2368
7435,735,2021-07-25,2003-06-09,2009-01-14,2369
11034,450,2022-04-28,1989-11-27,2006-08-20,2370
10364,358,1980-05-04,2018-11-01,1989-04-20,2371
15187,1356,1981-04-14,1987-01-31,1975-01-19,2372
8021,1403,2020-09-21,1978-05-27,2018-12-27,2373
16965,1147,2020-12-28,2000-01-10,1984-04-11,2374
11376,1940,1994-12-25,2007-07-07,2018-01-27,2375
19000,1668,1976-02-13,1985-01-29,1991-02-06,2376
18455,679,2002-04-23,2003-06-29,1975-03-27,2377
3078,1353,1977-07-25,1977-03-24,1974-09-10,2378
1176,903,2008-09-25,1989-01-27,2001-03-05,2379
13670,16,2013-08-28,1997-02-10,2003-05-13,2380
12900,1006,1973-03-01,1984-02-10,2001-08-23,2381
8089,242,2007-12-02,2005-02-15,1985-01-28,2382
4241,727,1992-07-07,2011-03-20,1994-10-02,2383
3445,33,2015-01-03,2011-03-30,2018-07-19,2384
5023,1208,1984-02-19,2009-11-24,2014-08-01,2385
10325,1682,2000-09-09,2004-07-28,1989-04-17,2386
15091,307,1980-04-06,2008-10-10,2003-05-02,2387
197,1787,1984-07-07,2017-10-12,1989-11-30,2388
12368,624,1992-10-24,2008-08-21,1989-10-10,2389
13775,1883,1975-02-15,1987-04-01,1975-11-27,2390
2300,1995,2019-06-11,1981-08-24,2006-11-30,2391
13045,652,2004-03-31,1992-11-23,2017-05-30,2392
10610,691,2011-09-18,1981-08-16,2008-04-17,2393
3477,1556,2011-03-02,1983-12-18,1989-09-27,2394
9217,6,1987-05-27,1974-12-31,1995-04-03,2395
19588,1147,2015-03-05,1996-07-17,2000-06-08,2396
12371,459,1986-08-09,1997-01-19,1974-08-27,2397
15841,931,2020-06-06,1978-11-14,1976-06-18,2398
18081,1082,1981-12-15,1973-08-17,1975-10-08,2399
18269,1342,1997-08-27,2011-01-26,2018-02-07,2400
7235,275,1991-06-13,1973-11-24,1980-08-20,2401
14773,91,2009-08-29,2013-09-21,1989-03-12,2402
17953,1495,1975-10-19,1974-06-12,1980-04-11,2403
7240,679,1990-08-12,2014-07-16,1999-02-23,2404
8967,1860,1974-04-11,1986-09-27,1986-05-23,2405
15208,1084,2004-02-05,1993-05-27,1975-06-07,2406
14361,121,1988-12-14,2019-05-03,1995-02-26,2407
12628,1164,2021-08-08,2006-07-15,2008-02-29,2408
7530,1552,2019-03-23,2003-02-11,2021-07-17,2409
14734,504,1978-08-25,1998-04-09,1978-02-03,2410
16926,132,1972-10-07,1988-01-30,2014-07-27,2411
2115,1140,1975-12-21,1977-07-14,1983-09-09,2412
3325,935,2009-09-29,1994-12-19,1985-06-07,2413
5966,140,1993-10-31,2012-04-29,2016-12-13,2414
11404,519,2016-08-05,2016-11-25,1990-06-22,2415
5913,319,2011-12-28,1993-06-19,2007-04-23,2416
10070,981,2008-04-22,2016-07-19,1978-07-06,2417
13739,1130,2010-05-22,1997-11-05,1997-08-31,2418
9529,451,2014-07-20,1984-10-25,2012-12-21,2419
8052,1625,1980-06-19,2007-07-23,2010-07-27,2420
12540,496,1975-10-26,1990-10-28,2013-06-10,2421
7716,733,2018-05-09,1982-10-04,1978-06-17,2422
12929,527,1996-12-17,1974-06-17,2008-04-26,2423
10888,850,2013-05-31,2011-02-22,2016-12-13,2424
15939,1826,1989-10-02,2011-12-24,1988-05-02,2425
2622,225,2007-11-26,1988-09-23,1984-06-28,2426
8069,1252,2007-03-27,1973-01-19,1993-05-28,2427
14748,1145,2020-06-10,2021-09-10,1989-05-17,2428
4844,888,1997-03-19,2016-04-06,1999-05-17,2429
2251,1971,1982-04-30,2019-11-22,1996-11-07,2430
11872,1470,2001-06-17,1980-05-01,1994-09-16,2431
9322,1368,1976-11-05,2007-10-30,1987-08-23,2432
16830,1156,2000-08-24,1997-08-22,1991-11-11,2433
10109,1015,2002-05-24,2002-07-23,2002-07-03,2434
5259,1502,2000-08-31,1979-04-29,2011-12-14,2435
18674,502,1987-08-06,1999-11-08,1999-09-16,2436
9348,150,1973-04-21,1974-09-04,1982-08-21,2437
453,1637,2021-04-11,1988-06-13,1995-10-21,2438
53,1661,2018-05-18,2019-02-04,2008-03-25,2439
1703,402,1986-08-22,2022-02-05,2002-02-20,2440
10857,963,1994-10-10,1993-10-18,2005-10-06,2441
11992,253,2019-05-06,1994-11-21,1994-05-30,2442
3152,322,2016-05-15,1978-06-04,2001-03-17,2443
8168,500,2004-10-11,2006-07-06,1987-07-29,2444
3191,352,1998-12-01,1980-03-20,2014-10-27,2445
8403,185,1982-11-06,1991-08-14,2014-09-14,2446
19007,968,1976-07-29,1992-05-08,1983-05-13,2447
12880,131,1994-11-01,2015-05-09,2018-05-20,2448
12114,541,2000-09-06,1981-07-26,2004-01-06,2449
10159,1287,2015-04-16,1980-01-21,1994-02-12,2450
8920,1331,2014-04-16,1981-04-02,2008-01-04,2451
18811,1487,2018-03-15,1999-04-06,1998-08-13,2452
13500,822,2014-01-07,2011-09-05,1976-10-14,2453
11176,139,1989-06-28,2020-01-27,1972-12-13,2454
1231,951,2003-12-14,1980-10-19,1990-04-29,2455
2287,272,1979-06-09,1979-12-20,2001-06-11,2456
2458,1909,2011-09-02,2006-11-06,2012-08-26,2457
3083,786,1990-05-03,1979-04-07,1988-12-08,2458
5972,1068,1980-01-29,2015-08-01,2018-06-24,2459
7889,1441,2016-05-05,1991-03-15,2009-11-13,2460
5763,114,2013-10-23,1997-11-16,1994-01-08,2461
16594,540,1999-06-19,1983-01-03,2004-03-13,2462
8551,101,1976-07-23,2020-08-11,1981-09-06,2463
9296,1224,2003-05-29,2014-01-16,1992-11-22,2464
13777,601,1997-08-26,1986-09-14,2018-09-06,2465
3373,1702,1999-07-29,2002-02-18,2020-05-06,2466
17060,924,2012-07-14,1976-02-05,1974-04-21,2467
10304,634,1993-10-13,1990-09-04,1973-08-29,2468
12223,1394,1993-11-26,2018-06-22,2015-06-28,2469
9303,1250,2005-05-29,1973-12-04,1981-04-29,2470
2309,1273,2009-05-27,1995-05-10,1979-12-01,2471
16059,927,1984-07-20,1977-01-09,2003-09-20,2472
10870,1491,2016-05-10,1999-12-23,2005-07-06,2473
13603,1064,1995-05-13,1976-12-21,1990-12-15,2474
8680,1710,2005-09-17,1994-08-25,1997-08-12,2475
13098,586,2002-10-26,2017-12-14,2010-05-16,2476
15260,404,2013-02-17,2011-11-13,2001-07-20,2477
2861,1555,1981-12-03,1975-04-13,1975-06-10,2478
8193,137,1985-02-03,1977-06-09,1973-08-15,2479
12149,252,2013-05-05,1987-09-15,1989-04-07,2480
18612,558,2020-07-29,1976-10-09,2018-04-13,2481
19874,1592,2014-05-29,2013-12-27,1980-05-18,2482
5434,335,1999-02-05,1985-06-23,2015-01-06,2483
19366,1538,1985-07-20,1994-02-04,1979-06-03,2484
17096,1985,1999-01-30,1989-04-07,1989-08-29,2485
2925,971,2018-06-09,2003-07-08,2013-05-22,2486
19697,458,1993-08-26,1983-05-22,2003-04-29,2487
1991,1826,1998-02-25,1973-10-20,1988-09-06,2488
10700,1849,2012-07-26,2018-12-11,1991-08-20,2489
564,1616,2003-09-28,1998-02-17,1989-08-10,2490
13560,537,1985-04-20,2004-09-14,2004-10-17,2491
16396,365,2014-08-27,2009-08-13,1978-07-31,2492
3835,671,1998-12-23,2018-02-14,2014-01-03,2493
9745,1027,2005-12-14,1978-08-13,1988-07-01,2494
7501,1339,1985-06-30,1975-02-19,1974-08-21,2495
